iter	Passed	Remaining
396	20962	190242
397	21016	190201
398	21071	190174
399	21123	190112
400	21178	190079
401	21230	190021
402	21285	189988
403	21337	189923
404	21392	189888
405	21440	189800
406	21495	189761
407	21561	189828
408	21617	189800
409	21668	189734
410	21731	189769
411	21788	189752
412	21842	189711
413	21894	189645
414	21948	189599
415	21998	189527
416	22052	189482
417	22103	189409
418	22157	189371
419	22208	189301
420	22262	189258
421	22317	189223
422	22371	189183
423	22422	189109
424	22477	189077
425	22528	189009
426	22586	188996
427	22637	188926
428	22692	188892
429	22742	188815
430	22797	188777
431	22848	188713
432	22902	188668
433	22953	188597
434	23008	188562
435	23063	188530
436	23117	188484
437	23169	188426
438	23225	188394
439	23278	188341
440	23332	188296
441	23380	188210
442	23433	188152
443	23483	188078
444	23540	188056
445	23591	187994
446	23648	187969
447	23697	187884
448	23753	187856
449	23806	187803
450	23862	187777
451	23914	187716
452	23969	187682
453	24021	187618
454	24074	187568
455	24125	187501
456	24178	187447
457	24230	187392
458	24287	187367
459	24338	187298
460	24392	187259
461	24444	187195
462	24497	187144
463	24548	187073
464	24603	187036
465	24654	186975
466	24709	186935
467	24759	186858
468	24813	186812
469	24864	186744
470	24918	186704
471	24969	186636
472	25022	186587
473	25074	186527
474	25126	186466
475	25182	186431
476	25235	186381
477	25303	186442
478	25358	186403
479	25408	186327
480	25478	186397
481	25529	186330
482	25583	186285
483	25634	186223
484	25689	186181
485	25741	186120
486	25796	186084
487	25848	186026
488	25903	185986
489	25955	185927
490	26009	185878
491	26060	185814
492	26115	185774
493	26165	185703
494	26221	185668
495	26273	185611
496	26329	185578
497	26381	185519
498	26437	185483
499	26487	185415
500	26540	185356
501	26593	185306
502	26648	185268
503	26699	185199
504	26753	185158
505	26803	185081
506	26856	185029
507	26905	184951
508	26960	184906
509	27012	184851
510	27066	184804
511	27118	184745
512	27175	184718
513	27226	184653
514	27282	184622
515	27334	184558
516	27389	184523
517	27440	184457
518	27495	184413
519	27545	184346
520	27599	184300
521	27652	184243
522	27706	184199
523	27756	184124
524	27816	184115
525	27865	184038
526	27919	183994
527	27970	183928
528	28025	183886
529	28074	183810
530	28128	183764
531	28179	183698
532	28234	183656
533	28286	183598
534	28342	183564
535	28395	183508
536	28449	183462
537	28501	183404
538	28554	183353
539	28606	183295
540	28661	183250
541	28714	183198
542	28767	183148
543	28824	183118
544	28879	183080
545	28931	183019
546	28985	182971
547	29037	182918
548	29091	182867
549	29143	182809
550	29196	182754
551	29247	182693
552	29305	182672
553	29357	182609
554	29412	182567
555	29463	182501
556	29517	182457
557	29569	182399
558	29624	182357
559	29675	182291
560	29730	182251
561	29781	182183
562	29836	182146
563	29888	182086
564	29944	182053
565	29996	181991
566	30050	181943
567	30101	181878
568	30158	181851
569	30214	181819
570	30269	181773
571	30319	181705
572	30375	181671
573	30426	181605
574	30479	181553
575	30531	181492
576	30587	181457
577	30636	181382
578	30691	181339
579	30743	181281
580	30801	181255
581	30853	181196
582	30909	181162
583	30961	181105
584	31016	181063
585	31066	180989
586	31121	180951
587	31176	180910
588	31231	180869
589	31283	180807
590	31338	180764
591	31394	180730
592	31450	180694
593	31502	180632
594	31559	180605
595	31611	180544
596	31664	180491
597	31715	180427
598	31771	180389
599	31825	180347
600	31880	180302
601	31945	180318
602	32000	180273
603	32047	180188
604	32102	180143
605	32153	180082
606	32206	180027
607	32258	179966
608	32312	179919
609	32363	179856
610	32427	179862
611	32477	179795
612	32533	179756
613	32586	179701
614	32639	179648
615	32691	179588
616	32745	179545
617	32796	179477
618	32848	179418
619	32900	179362
620	32954	179314
621	33007	179259
622	33063	179223
623	33115	179162
624	33169	179114
625	33222	179062
626	33277	179019
627	33330	178964
628	33385	178920
629	33435	178854
630	33489	178804
631	33540	178739
632	33596	178701
633	33648	178643
634	33703	178601
635	33754	178538
636	33809	178493
637	33862	178439
638	33914	178384
639	33965	178319
640	34020	178276
641	34073	178220
642	34127	178174
643	34178	178112
644	34232	178064
645	34282	177992
646	34336	177947
647	34385	177869
648	34439	177822
649	34490	177757
650	34544	177708
651	34593	177637
652	34647	177590
653	34698	177525
654	34752	177474
655	34802	177405
656	34854	177347
657	34905	177287
658	34960	177241
659	35011	177181
660	35065	177133
661	35117	177072
662	35169	177013
663	35221	176953
664	35276	176911
665	35327	176848
666	35383	176811
667	35435	176751
668	35488	176701
669	35543	176655
670	35598	176611
671	35649	176552
672	35704	176507
673	35756	176445
674	35810	176398
675	35860	176334
676	35916	176293
677	35968	176233
678	36021	176182
679	36073	176121
680	36126	176072
681	36178	176013
682	36231	175959
683	36283	175900
684	36337	175850
685	36387	175786
686	36442	175743
687	36495	175686
688	36549	175639
689	36599	175570
690	36651	175512
691	36702	175451
692	36756	175403
693	36826	175431
694	36881	175384
695	36932	175323
696	36987	175279
697	37039	175219
698	37096	175184
699	37148	175126
700	37203	175082
701	37253	175018
702	37309	174979
703	37360	174914
704	37415	174869
705	37466	174808
706	37522	174767
707	37572	174699
708	37626	174653
709	37676	174586
710	37730	174537
711	37782	174478
712	37836	174430
713	37887	174367
714	37939	174308
715	37990	174246
716	38043	174192
717	38092	174123
718	38148	174083
719	38198	174017
720	38252	173965
721	38302	173897
722	38354	173843
723	38404	173777
724	38463	173750
725	38516	173697
726	38570	173646
727	38621	173582
728	38676	173541
729	38727	173476
730	38781	173431
731	38833	173371
732	38887	173323
733	38935	173247
734	38989	173198
735	39040	173135
736	39094	173086
737	39144	173018
738	39196	172963
739	39245	172894
740	39300	172846
741	39349	172777
742	39403	172729
743	39452	172658
744	39507	172613
745	39557	172547
746	39611	172497
747	39661	172433
748	39715	172384
749	39764	172312
750	39817	172258
751	39868	172196
752	39921	172146
753	39974	172089
754	40028	172043
755	40079	171980
756	40143	171974
757	40207	171967
758	40268	171950
759	40320	171891
760	40374	171842
761	40425	171782
762	40479	171733
763	40531	171673
764	40591	171650
765	40642	171589
766	40697	171543
767	40746	171476
768	40800	171427
769	40851	171363
770	40903	171306
771	40953	171241
772	41007	171193
773	41058	171128
774	41112	171080
775	41170	171047
776	41234	171038
777	41284	170976
778	41337	170923
779	41388	170858
780	41440	170802
781	41492	170745
782	41546	170698
783	41597	170635
784	41650	170581
785	41699	170511
786	41752	170459
787	41803	170397
788	41858	170352
789	41907	170281
790	41961	170234
791	42010	170164
792	42063	170111
793	42114	170048
794	42166	169992
795	42221	169947
796	42274	169892
797	42325	169833
798	42381	169791
799	42431	169724
800	42486	169681
801	42535	169610
802	42589	169560
803	42641	169505
804	42694	169453
805	42745	169391
806	42800	169344
807	42848	169274
808	42903	169226
809	42953	169164
810	43009	169119
811	43059	169055
812	43115	169013
813	43164	168946
814	43217	168894
815	43269	168834
816	43323	168785
817	43372	168716
818	43425	168663
819	43474	168596
820	43528	168547
821	43579	168485
822	43632	168433
823	43683	168373
824	43737	168321
825	43789	168266
826	43843	168216
827	43894	168154
828	43948	168106
829	43998	168043
830	44051	167988
831	44102	167929
832	44156	167881
833	44205	167812
834	44259	167763
835	44311	167704
836	44364	167653
837	44415	167592
838	44469	167541
839	44520	167481
840	44574	167433
841	44625	167370
842	44679	167323
843	44729	167257
844	44783	167210
845	44835	167152
846	44888	167100
847	44940	167043
848	44994	166994
849	45044	166931
850	45100	166888
851	45153	166833
852	45205	166779
853	45257	166720
854	45310	166666
855	45360	166604
856	45414	166556
857	45465	166495
858	45519	166446
859	45570	166385
860	45623	166333
861	45679	166291
862	45734	166243
863	45784	166180
864	45838	166131
865	45890	166073
866	45941	166016
867	45991	165952
868	46045	165900
869	46098	165848
870	46152	165799
871	46203	165740
872	46256	165687
873	46309	165632
874	46362	165581
875	46412	165517
876	46469	165476
877	46520	165416
878	46574	165369
879	46623	165302
880	46676	165249
881	46727	165187
882	46779	165131
883	46829	165068
884	46885	165027
885	46941	164982
886	46994	164930
887	47044	164867
888	47100	164825
889	47151	164766
890	47204	164710
891	47253	164647
892	47306	164594
893	47356	164528
894	47409	164477
895	47462	164423
896	47517	164379
897	47567	164312
898	47621	164264
899	47672	164204
900	47727	164158
901	47777	164096
902	47831	164047
903	47883	163991
904	47937	163939
905	47987	163879
906	48041	163830
907	48092	163767
908	48145	163716
909	48195	163653
910	48248	163599
911	48298	163535
912	48352	163488
913	48403	163426
914	48458	163380
915	48517	163349
916	48570	163297
917	48621	163238
918	48677	163193
919	48727	163130
920	48781	163082
921	48832	163021
922	48885	162969
923	48936	162908
924	48994	162875
925	49046	162817
926	49102	162773
927	49153	162716
928	49208	162667
929	49260	162613
930	49315	162565
931	49365	162502
932	49419	162455
933	49473	162405
934	49528	162358
935	49580	162301
936	49635	162256
937	49684	162190
938	49739	162143
939	49788	162076
940	49842	162027
941	49895	161976
942	49947	161920
943	49998	161860
944	50059	161831
945	50109	161768
946	50162	161717
947	50212	161654
948	50268	161610
949	50320	161556
950	50377	161514
951	50427	161451
952	50480	161399
953	50532	161342
954	50585	161290
955	50635	161227
956	50688	161176
957	50738	161112
958	50794	161069
959	50844	161007
960	50897	160954
961	50947	160892
962	51003	160849
963	51055	160793
964	51116	160764
965	51167	160707
966	51222	160660
967	51272	160596
968	51329	160557
969	51378	160492
970	51432	160441
971	51489	160402
972	51546	160359
973	51595	160296
974	51649	160246
975	51700	160187
976	51753	160132
977	51802	160069
978	51855	160015
979	51908	159961
980	51962	159912
981	52013	159853
982	52067	159803
983	52119	159749
984	52173	159699
985	52223	159637
986	52279	159591
987	52332	159540
988	52385	159487
989	52436	159427
990	52490	159376
991	52541	159319
992	52594	159265
993	52643	159201
994	52696	159150
995	52749	159094
996	52804	159050
997	52855	158991
998	52909	158939
999	52959	158878
1000	53014	158830
1001	53066	158774
1002	53118	158721
1003	53177	158685
1004	53229	158630
1005	53280	158569
1006	53335	158524
1007	53387	158466
1008	53442	158420
1009	53492	158359
1010	53546	158308
1011	53597	158251
1012	53650	158196
1013	53699	158133
1014	53752	158079
1015	53801	158016
1016	53856	157968
1017	53905	157902
1018	53957	157848
1019	54008	157788
1020	54064	157744
1021	54117	157691
1022	54170	157640
1023	54228	157602
1024	54282	157550
1025	54332	157488
1026	54387	157444
1027	54439	157386
1028	54493	157338
1029	54544	157278
1030	54599	157230
1031	54647	157165
1032	54701	157113
1033	54753	157059
1034	54807	157007
1035	54858	156951
1036	54913	156902
1037	54964	156844
1038	55018	156795
1039	55069	156737
1040	55121	156681
1041	55171	156620
1042	55225	156570
1043	55277	156512
1044	55331	156463
1045	55380	156400
1046	55436	156355
1047	55487	156295
1048	55539	156241
1049	55591	156185
1050	55645	156136
1051	55696	156078
1052	55751	156029
1053	55801	155968
1054	55857	155924
1055	55908	155866
1056	55963	155818
1057	56012	155756
1058	56069	155713
1059	56120	155655
1060	56176	155610
1061	56226	155550
1062	56285	155513
1063	56338	155460
1064	56394	155414
1065	56442	155350
1066	56497	155302
1067	56548	155243
1068	56603	155196
1069	56656	155142
1070	56710	155092
1071	56765	155045
1072	56825	155011
1073	56876	154953
1074	56928	154898
1075	56977	154835
1076	57037	154799
1077	57091	154750
1078	57143	154694
1079	57194	154637
1080	57248	154585
1081	57299	154529
1082	57352	154475
1083	57404	154421
1084	57461	154377
1085	57511	154317
1086	57566	154268
1087	57615	154206
1088	57667	154150
1089	57717	154090
1090	57772	154042
1091	57823	153985
1092	57877	153933
1093	57919	153851
1094	57972	153799
1095	58023	153742
1096	58082	153703
1097	58134	153648
1098	58187	153594
1099	58238	153538
1100	58300	153508
1101	58350	153446
1102	58404	153398
1103	58454	153337
1104	58506	153280
1105	58556	153220
1106	58610	153169
1107	58659	153108
1108	58714	153060
1109	58767	153008
1110	58822	152960
1111	58875	152907
1112	58935	152873
1113	58986	152815
1114	59041	152765
1115	59090	152704
1116	59144	152651
1117	59194	152591
1118	59248	152541
1119	59300	152487
1120	59357	152444
1121	59414	152402
1122	59468	152351
1123	59520	152297
1124	59576	152250
1125	59628	152195
1126	59682	152145
1127	59732	152085
1128	59789	152043
1129	59844	151995
1130	59898	151945
1131	59949	151887
1132	60003	151835
1133	60053	151775
1134	60108	151728
1135	60160	151672
1136	60215	151625
1137	60265	151564
1138	60318	151511
1139	60370	151454
1140	60424	151405
1141	60474	151344
1142	60529	151297
1143	60578	151235
1144	60633	151186
1145	60686	151133
1146	60741	151085
1147	60792	151027
1148	60845	150974
1149	60897	150920
1150	60953	150874
1151	61005	150818
1152	61061	150773
1153	61112	150716
1154	61167	150668
1155	61217	150608
1156	61273	150561
1157	61324	150504
1158	61381	150461
1159	61431	150402
1160	61484	150348
1161	61535	150290
1162	61591	150244
1163	61643	150189
1164	61697	150140
1165	61748	150080
1166	61802	150030
1167	61856	149980
1168	61910	149931
1169	61961	149873
1170	62016	149823
1171	62066	149764
1172	62122	149717
1173	62173	149660
1174	62228	149613
1175	62280	149557
1176	62334	149508
1177	62386	149452
1178	62442	149406
1179	62493	149348
1180	62548	149301
1181	62600	149244
1182	62653	149193
1183	62705	149137
1184	62760	149090
1185	62811	149032
1186	62866	148984
1187	62916	148923
1188	62969	148870
1189	63021	148814
1190	63074	148763
1191	63125	148705
1192	63180	148656
1193	63230	148597
1194	63284	148546
1195	63335	148489
1196	63391	148442
1197	63442	148386
1198	63497	148337
1199	63549	148282
1200	63610	148247
1201	63663	148194
1202	63717	148145
1203	63771	148093
1204	63824	148042
1205	63876	147986
1206	63929	147932
1207	63981	147878
1208	64038	147833
1209	64089	147776
1210	64144	147727
1211	64195	147671
1212	64249	147619
1213	64303	147569
1214	64358	147522
1215	64409	147464
1216	64464	147415
1217	64518	147365
1218	64573	147316
1219	64625	147260
1220	64680	147212
1221	64730	147154
1222	64785	147105
1223	64838	147051
1224	64891	146999
1225	64942	146941
1226	64997	146893
1227	65050	146840
1228	65104	146790
1229	65156	146735
1230	65211	146687
1231	65263	146629
1232	65317	146580
1233	65371	146529
1234	65425	146479
1235	65477	146422
1236	65530	146371
1237	65581	146313
1238	65635	146262
1239	65687	146207
1240	65742	146158
1241	65794	146104
1242	65848	146054
1243	65900	145998
1244	65956	145951
1245	66007	145893
1246	66061	145844
1247	66112	145787
1248	66165	145733
1249	66216	145677
1250	66271	145628
1251	66323	145571
1252	66377	145522
1253	66429	145466
1254	66482	145413
1255	66533	145357
1256	66589	145310
1257	66639	145251
1258	66694	145201
1259	66750	145156
1260	66806	145110
1261	66855	145048
1262	66909	144997
1263	66962	144943
1264	67018	144897
1265	67069	144840
1266	67123	144789
1267	67173	144730
1268	67227	144680
1269	67279	144623
1270	67335	144578
1271	67385	144519
1272	67439	144467
1273	67490	144411
1274	67545	144361
1275	67597	144306
1276	67650	144253
1277	67701	144197
1278	67757	144149
1279	67807	144091
1280	67858	144034
1281	67910	143978
1282	67965	143930
1283	68018	143876
1284	68072	143826
1285	68123	143769
1286	68176	143716
1287	68226	143657
1288	68281	143608
1289	68334	143556
1290	68389	143505
1291	68440	143450
1292	68496	143403
1293	68548	143347
1294	68601	143294
1295	68652	143238
1296	68708	143190
1297	68764	143143
1298	68819	143095
1299	68871	143040
1300	68926	142991
1301	68977	142935
1302	69035	142892
1303	69086	142835
1304	69142	142787
1305	69191	142726
1306	69247	142680
1307	69299	142625
1308	69353	142574
1309	69405	142520
1310	69459	142468
1311	69509	142410
1312	69563	142359
1313	69616	142304
1314	69669	142253
1315	69720	142195
1316	69775	142147
1317	69827	142092
1318	69880	142038
1319	69933	141986
1320	69988	141936
1321	70039	141880
1322	70097	141837
1323	70152	141787
1324	70207	141740
1325	70258	141683
1326	70312	141631
1327	70363	141574
1328	70414	141518
1329	70465	141461
1330	70518	141408
1331	70570	141351
1332	70624	141300
1333	70675	141245
1334	70730	141196
1335	70784	141145
1336	70839	141096
1337	70891	141042
1338	70946	140991
1339	70995	140931
1340	71049	140880
1341	71101	140824
1342	71155	140773
1343	71205	140716
1344	71260	140666
1345	71313	140614
1346	71369	140565
1347	71420	140508
1348	71474	140458
1349	71525	140401
1350	71582	140356
1351	71632	140298
1352	71687	140249
1353	71737	140190
1354	71793	140143
1355	71846	140089
1356	71901	140040
1357	71954	139987
1358	72008	139937
1359	72059	139881
1360	72112	139827
1361	72163	139771
1362	72218	139722
1363	72270	139667
1364	72325	139616
1365	72376	139560
1366	72431	139510
1367	72482	139454
1368	72537	139405
1369	72587	139347
1370	72643	139299
1371	72694	139243
1372	72751	139196
1373	72805	139145
1374	72859	139096
1375	72911	139040
1376	72971	139001
1377	73022	138943
1378	73077	138895
1379	73128	138838
1380	73183	138788
1381	73234	138732
1382	73290	138683
1383	73339	138625
1384	73394	138575
1385	73445	138518
1386	73499	138466
1387	73550	138410
1388	73604	138358
1389	73654	138300
1390	73710	138254
1391	73762	138197
1392	73816	138148
1393	73868	138093
1394	73923	138043
1395	73973	137984
1396	74028	137936
1397	74079	137878
1398	74133	137828
1399	74185	137773
1400	74240	137723
1401	74291	137667
1402	74344	137613
1403	74396	137558
1404	74451	137509
1405	74507	137462
1406	74559	137407
1407	74611	137352
1408	74667	137304
1409	74716	137245
1410	74772	137197
1411	74825	137145
1412	74881	137097
1413	74933	137041
1414	74987	136992
1415	75044	136946
1416	75099	136897
1417	75150	136840
1418	75206	136792
1419	75257	136734
1420	75311	136684
1421	75361	136625
1422	75415	136574
1423	75466	136518
1424	75521	136468
1425	75573	136413
1426	75625	136359
1427	75676	136302
1428	75730	136250
1429	75780	136193
1430	75837	136147
1431	75889	136092
1432	75943	136041
1433	75998	135991
1434	76052	135941
1435	76106	135889
1436	76161	135840
1437	76212	135783
1438	76267	135734
1439	76319	135678
1440	76375	135630
1441	76424	135571
1442	76481	135525
1443	76534	135471
1444	76588	135421
1445	76640	135365
1446	76693	135313
1447	76743	135255
1448	76799	135207
1449	76850	135150
1450	76904	135098
1451	76955	135043
1452	77012	134996
1453	77063	134940
1454	77120	134894
1455	77173	134842
1456	77227	134791
1457	77280	134738
1458	77334	134686
1459	77385	134629
1460	77440	134580
1461	77492	134525
1462	77545	134473
1463	77597	134417
1464	77649	134363
1465	77701	134308
1466	77754	134255
1467	77807	134202
1468	77862	134153
1469	77915	134098
1470	77973	134054
1471	78024	133999
1472	78082	133954
1473	78134	133899
1474	78189	133850
1475	78251	133811
1476	78304	133759
1477	78356	133704
1478	78414	133659
1479	78465	133603
1480	78518	133550
1481	78571	133497
1482	78624	133444
1483	78675	133387
1484	78731	133339
1485	78782	133283
1486	78837	133234
1487	78890	133180
1488	78946	133132
1489	78997	133076
1490	79053	133027
1491	79105	132973
1492	79161	132926
1493	79215	132873
1494	79269	132823
1495	79321	132767
1496	79377	132720
1497	79428	132662
1498	79482	132612
1499	79532	132554
1500	79585	132500
1501	79635	132442
1502	79689	132391
1503	79740	132335
1504	79795	132285
1505	79845	132228
1506	79900	132177
1507	79951	132121
1508	80007	132073
1509	80057	132015
1510	80111	131963
1511	80162	131907
1512	80216	131855
1513	80269	131803
1514	80325	131755
1515	80380	131704
1516	80435	131654
1517	80485	131597
1518	80540	131548
1519	80593	131494
1520	80648	131444
1521	80699	131389
1522	80752	131335
1523	80803	131279
1524	80857	131227
1525	80908	131170
1526	80962	131119
1527	81012	131062
1528	81067	131011
1529	81115	130951
1530	81170	130901
1531	81219	130841
1532	81274	130792
1533	81323	130733
1534	81379	130685
1535	81430	130627
1536	81483	130575
1537	81535	130520
1538	81587	130465
1539	81638	130409
1540	81690	130355
1541	81741	130298
1542	81795	130247
1543	81848	130194
1544	81904	130145
1545	81960	130097
1546	82014	130046
1547	82065	129989
1548	82119	129939
1549	82170	129882
1550	82225	129832
1551	82277	129777
1552	82331	129726
1553	82380	129667
1554	82437	129620
1555	82491	129569
1556	82547	129520
1557	82599	129465
1558	82651	129411
1559	82703	129356
1560	82754	129300
1561	82805	129244
1562	82859	129192
1563	82908	129133
1564	82961	129080
1565	83014	129028
1566	83070	128979
1567	83121	128923
1568	83177	128874
1569	83228	128818
1570	83282	128767
1571	83335	128713
1572	83389	128662
1573	83440	128605
1574	83494	128554
1575	83546	128500
1576	83600	128449
1577	83652	128393
1578	83706	128343
1579	83757	128287
1580	83814	128239
1581	83865	128184
1582	83919	128132
1583	83969	128074
1584	84023	128023
1585	84074	127967
1586	84131	127920
1587	84181	127862
1588	84239	127817
1589	84291	127762
1590	84346	127712
1591	84397	127656
1592	84452	127607
1593	84506	127554
1594	84560	127503
1595	84610	127445
1596	84662	127390
1597	84712	127333
1598	84766	127282
1599	84818	127227
1600	84872	127176
1601	84926	127124
1602	84981	127074
1603	85033	127019
1604	85087	126968
1605	85137	126910
1606	85191	126859
1607	85243	126804
1608	85298	126755
1609	85349	126698
1610	85403	126647
1611	85453	126589
1612	85511	126544
1613	85561	126486
1614	85615	126435
1615	85664	126375
1616	85717	126323
1617	85770	126269
1618	85826	126221
1619	85880	126170
1620	85935	126120
1621	85986	126064
1622	86040	126012
1623	86104	125975
1624	86157	125922
1625	86208	125866
1626	86264	125817
1627	86315	125761
1628	86369	125711
1629	86421	125656
1630	86476	125605
1631	86530	125553
1632	86583	125500
1633	86634	125445
1634	86686	125390
1635	86737	125334
1636	86790	125282
1637	86845	125231
1638	86914	125201
1639	86964	125144
1640	87021	125097
1641	87074	125043
1642	87129	124993
1643	87181	124939
1644	87239	124892
1645	87290	124837
1646	87345	124786
1647	87396	124730
1648	87451	124680
1649	87502	124624
1650	87559	124577
1651	87610	124520
1652	87665	124471
1653	87715	124414
1654	87770	124363
1655	87821	124308
1656	87877	124258
1657	87927	124201
1658	87981	124149
1659	88033	124094
1660	88087	124044
1661	88138	123987
1662	88193	123937
1663	88243	123880
1664	88296	123826
1665	88346	123770
