iter	RMSE
406	0.151269356
407	0.151205712
408	0.1511437522
409	0.1511122321
410	0.1510421185
411	0.1510013656
412	0.1509375413
413	0.1509065314
414	0.1508616671
415	0.1508242866
416	0.1507857392
417	0.1507224436
418	0.1506644358
419	0.1506367244
420	0.1506185181
421	0.1505668751
422	0.1505279589
423	0.1504965063
424	0.1504653174
425	0.1504188717
426	0.1503818115
427	0.1503511939
428	0.1503258639
429	0.1502874182
430	0.1502591632
431	0.1502171159
432	0.1501628277
433	0.1501225999
434	0.1500866483
435	0.1500533466
436	0.1500363395
437	0.1499788073
438	0.1499389341
439	0.1498948765
440	0.1498501695
441	0.1498321633
442	0.1497992029
443	0.1497707972
444	0.1497155211
445	0.149675129
446	0.149648093
447	0.1496193266
448	0.1495651785
449	0.1495298423
450	0.1494965734
451	0.1494641433
452	0.1494192359
453	0.1493928262
454	0.149344229
455	0.1493023586
456	0.1492824398
457	0.1492633876
458	0.1492202528
459	0.1491945096
460	0.149148072
461	0.1490894662
462	0.1490594921
463	0.1489971753
464	0.1489639361
465	0.1489330198
466	0.1489011249
467	0.1488852537
468	0.1488312925
469	0.1488094396
470	0.1487759847
471	0.1487349645
472	0.1487021118
473	0.1486806164
474	0.1486643213
475	0.1486336446
476	0.1485829014
477	0.1485210429
478	0.1485053671
479	0.1484638339
480	0.1484221196
481	0.1483932482
482	0.1483751591
483	0.1483498507
484	0.1483312909
485	0.148285794
486	0.1482686805
487	0.1482219246
488	0.1481388885
489	0.1480859076
490	0.1480590259
491	0.1480092221
492	0.1479904684
493	0.1479566305
494	0.1479208714
495	0.1478528699
496	0.1478150282
497	0.1477814919
498	0.1477502069
499	0.1477402593
500	0.1477087825
501	0.1476676101
502	0.1476264035
503	0.1475998108
504	0.1475855599
505	0.1475427166
506	0.1475275299
507	0.1475042742
508	0.1474593271
509	0.1474393823
510	0.1474115568
511	0.1474023097
512	0.1473527235
513	0.1473168889
514	0.1472788136
515	0.1472597113
516	0.1472313496
517	0.1471961751
518	0.1471679657
519	0.1471164479
520	0.1470818008
521	0.14704615
522	0.1469964199
523	0.1469573617
524	0.1469090987
525	0.1468811781
526	0.1468381169
527	0.1467988585
528	0.1467515682
529	0.1466929415
530	0.1466664176
531	0.1466293491
532	0.1466012382
533	0.1465705186
534	0.1465421848
535	0.1464705416
536	0.1464141549
537	0.146384214
538	0.1463058122
539	0.1462728126
540	0.1462396171
541	0.1462055819
542	0.1461588326
543	0.1461255836
544	0.1460988227
545	0.1460867533
546	0.146039487
547	0.1459979587
548	0.1459733626
549	0.1459430989
550	0.1459067237
551	0.1458684432
552	0.1458419777
553	0.1458012123
554	0.1457810779
555	0.1457490794
556	0.1457251309
557	0.1457171047
558	0.145686854
559	0.1456755724
560	0.1456343989
561	0.1456078514
562	0.145580776
563	0.1455645685
564	0.1455411285
565	0.1455284102
566	0.1454948702
567	0.1454481184
568	0.1454097526
569	0.1453853147
570	0.1453556204
571	0.1453423519
572	0.1453169232
573	0.1452873736
574	0.1452453085
575	0.1452166513
576	0.1451636288
577	0.1451449493
578	0.1451310074
579	0.1451052269
580	0.1450788233
581	0.1450215755
582	0.144994456
583	0.1449782847
584	0.1449549933
585	0.1449365337
586	0.1448975445
587	0.1448873029
588	0.1448629128
589	0.144833381
590	0.1448247801
591	0.1447941129
592	0.1447659614
593	0.1447369893
594	0.144725555
595	0.1446969368
596	0.1446635845
597	0.1446330286
598	0.1446146011
599	0.1445966275
600	0.1445749875
601	0.1445390227
602	0.1445153598
603	0.1444875018
604	0.1444539971
605	0.144421425
606	0.1443869388
607	0.1443607067
608	0.1442997615
609	0.1442506573
610	0.1442241549
611	0.1442006746
612	0.1441662098
613	0.1441467356
614	0.1441271563
615	0.1440702951
616	0.1440484756
617	0.1440211447
618	0.1439973929
619	0.1439653963
620	0.1439262522
621	0.1439036023
622	0.1438710844
623	0.1438616684
624	0.1438413288
625	0.1438178773
626	0.143800713
627	0.1437885617
628	0.1437618711
629	0.1437377829
630	0.1436948748
631	0.1436522648
632	0.1436288559
633	0.1436093594
634	0.143579728
635	0.143569411
636	0.1435421179
637	0.1435170685
638	0.1434653043
639	0.1433998442
640	0.1433637703
641	0.1433521705
642	0.14330975
643	0.1432723805
644	0.1432471504
645	0.1432198278
646	0.1432042909
647	0.1431809589
648	0.1431723259
649	0.1431439486
650	0.1431276406
651	0.1431112613
652	0.14307541
653	0.1430498742
654	0.1430396102
655	0.1430040912
656	0.1429711026
657	0.1429328549
658	0.1429179157
659	0.1429037458
660	0.1428781228
661	0.1428470944
662	0.1428147615
663	0.1427942015
664	0.1427499505
665	0.142723033
666	0.1426954174
667	0.1426674092
668	0.1426320269
669	0.1426141962
670	0.1425857099
671	0.1425780498
672	0.1425421618
673	0.1425171636
674	0.1424986429
675	0.1424657079
676	0.1424466114
677	0.1424100689
678	0.1423920381
679	0.1423721556
680	0.1423483375
681	0.1423190269
682	0.1422987346
683	0.1422725385
684	0.1422540208
685	0.1422094522
686	0.142188026
687	0.1421632655
688	0.1421554849
689	0.1421205767
690	0.1420975276
691	0.142056074
692	0.1420474035
693	0.1420282161
694	0.1420110139
695	0.1419719279
696	0.1419401408
697	0.1419233728
698	0.141913452
699	0.141895794
700	0.1418732782
701	0.1418566994
702	0.1418417407
703	0.1418214124
704	0.1418103439
705	0.1417907375
706	0.1417632116
707	0.1417422549
708	0.1417188667
709	0.1416939036
710	0.1416635068
711	0.1416346175
712	0.1416141154
713	0.1415823581
714	0.1415628279
715	0.1415358643
716	0.1415277177
717	0.1415030505
718	0.1414715126
719	0.1414629818
720	0.1414281245
721	0.1414051098
722	0.1413944488
723	0.1413702554
724	0.141355387
725	0.1413314735
726	0.1412966786
727	0.1412799401
728	0.1412529984
729	0.1412325177
730	0.1412111794
731	0.1411885008
732	0.141165932
733	0.1411313374
734	0.1411059132
735	0.1410917248
736	0.1410778329
737	0.1410539575
738	0.141006889
739	0.1409778603
740	0.140964516
741	0.1409501777
742	0.140919887
743	0.1408966431
744	0.140889429
745	0.1408615276
746	0.1408404382
747	0.1408166201
748	0.1407896886
749	0.1407598281
750	0.1407371972
751	0.140718073
752	0.1407027733
753	0.1406954928
754	0.1406820368
755	0.1406616605
756	0.1406192873
757	0.1406015546
758	0.1405788102
759	0.1405564101
760	0.1405274053
761	0.1405068968
762	0.1404687664
763	0.140449248
764	0.1404227627
765	0.1403867609
766	0.1403691657
767	0.1403592365
768	0.1403318891
769	0.1403083545
770	0.1402813905
771	0.1402549465
772	0.1402316134
773	0.1402154427
774	0.1402030928
775	0.1401887099
776	0.1401538952
777	0.1401367141
778	0.140126532
779	0.1401110695
780	0.1400950027
781	0.1400807101
782	0.1400471021
783	0.1400183666
784	0.1400055573
785	0.1399857588
786	0.1399606583
787	0.1399344406
788	0.1399141405
789	0.1398790304
790	0.1398618843
791	0.1398467778
792	0.139827053
793	0.1398052957
794	0.1397804954
795	0.1397535132
796	0.1397395171
797	0.1397119756
798	0.1396992158
799	0.1396708601
800	0.1396509268
801	0.1396325561
802	0.1396097684
803	0.1395895191
804	0.1395684701
805	0.1395410304
806	0.1395269362
807	0.1395205844
808	0.1394811463
809	0.1394706968
810	0.1394357143
811	0.1394124218
812	0.1393999593
813	0.139373259
814	0.1393648738
815	0.1393378601
816	0.1393271074
817	0.1392969058
818	0.1392812165
819	0.1392615477
820	0.1392455538
821	0.1392262327
822	0.1392020848
823	0.139175542
824	0.1391649068
825	0.1391455661
826	0.1391316566
827	0.1391070045
828	0.1390950926
829	0.1390746308
830	0.1390542706
831	0.1390407571
832	0.1390239356
833	0.1390070964
834	0.1389917735
835	0.1389679681
836	0.1389543711
837	0.1389414385
838	0.1389205434
839	0.1388869279
840	0.1388684653
841	0.1388499327
842	0.138819808
843	0.1387958053
844	0.1387744338
845	0.1387425152
846	0.1387252616
847	0.1387169918
848	0.1387059364
849	0.1386821533
850	0.1386643396
851	0.1386524593
852	0.1386295471
853	0.1386196184
854	0.138612071
855	0.1386004459
856	0.1385889683
857	0.1385730052
858	0.1385498016
859	0.1385317802
860	0.1385244738
861	0.1385035807
862	0.1384913204
863	0.138477757
864	0.1384601054
865	0.1384426955
866	0.1384253334
867	0.1384056658
868	0.138387012
869	0.1383714419
870	0.1383528251
871	0.1383395113
872	0.1383272511
873	0.1383122053
874	0.1382954293
875	0.1382802927
876	0.1382696979
877	0.1382599908
878	0.1382512604
879	0.138240164
880	0.1382249207
881	0.1382009445
882	0.1381890994
883	0.1381819471
884	0.1381687825
885	0.1381555557
886	0.1381397614
887	0.1381294775
888	0.1381163141
889	0.1380861591
890	0.1380725957
891	0.1380622
892	0.1380530521
893	0.1380306611
894	0.138010232
895	0.1379931257
896	0.1379763965
897	0.1379605717
898	0.1379539759
899	0.137945682
900	0.1379242924
901	0.1379106374
902	0.1378883818
903	0.1378663824
904	0.1378532176
905	0.1378393487
906	0.1378161027
907	0.1378050969
908	0.1377904578
909	0.1377772148
910	0.1377647177
911	0.1377492602
912	0.1377368032
913	0.1377246193
914	0.1376911634
915	0.1376754641
916	0.1376665535
917	0.1376534854
918	0.1376379571
919	0.1376159588
920	0.137597965
921	0.1375835085
922	0.1375656738
923	0.1375352834
924	0.1375147317
925	0.1375028903
926	0.1374866267
927	0.1374756384
928	0.1374619774
929	0.1374492007
930	0.137437826
931	0.1374304465
932	0.1374094569
933	0.1373781058
934	0.1373680822
935	0.137349911
936	0.1373425475
937	0.1373288011
938	0.1373145503
939	0.1372968502
940	0.1372746492
941	0.1372675247
942	0.1372474188
943	0.1372301469
944	0.1372089781
945	0.1371801254
946	0.1371769367
947	0.137166145
948	0.1371516167
949	0.1371449133
950	0.1371355775
951	0.1371214056
952	0.1371130602
953	0.1370939254
954	0.1370800636
955	0.1370627888
956	0.1370550508
957	0.1370430223
958	0.1370308472
959	0.1370220469
960	0.1370068177
961	0.1369805536
962	0.1369623096
963	0.1369499252
964	0.1369408639
965	0.1369163086
966	0.1369022467
967	0.1368888426
968	0.1368768107
969	0.1368423492
970	0.1368333242
971	0.1368290129
972	0.1368060856
973	0.1367941268
974	0.1367771003
975	0.1367582551
976	0.1367392633
977	0.1367329075
978	0.136717321
979	0.136701574
980	0.1366825888
981	0.1366714201
982	0.1366536113
983	0.136633996
984	0.1366152605
985	0.1366037028
986	0.1365891964
987	0.1365794273
988	0.1365584093
989	0.1365450571
990	0.1365334635
991	0.1365239017
992	0.1365166677
993	0.1365053514
994	0.1364765882
995	0.1364604648
996	0.1364441548
997	0.1364255862
998	0.1364165424
999	0.1364149368
1000	0.1363974349
1001	0.1363872206
1002	0.1363742995
1003	0.1363537063
1004	0.1363376491
1005	0.1363315997
1006	0.1363161915
1007	0.136303539
1008	0.1362835576
1009	0.1362678456
1010	0.1362656037
1011	0.1362516367
1012	0.1362387073
1013	0.136223826
1014	0.1362145611
1015	0.1362067032
1016	0.1361991468
1017	0.1361939818
1018	0.1361689826
1019	0.1361513752
1020	0.1361426672
1021	0.136131722
1022	0.1361118486
1023	0.1360984864
1024	0.1360894261
1025	0.1360797771
1026	0.1360548887
1027	0.1360390769
1028	0.1360136475
1029	0.1360005786
1030	0.1359907565
1031	0.135975364
1032	0.1359692631
1033	0.1359554459
1034	0.1359368682
1035	0.1359192307
1036	0.1359084109
1037	0.1358877233
1038	0.1358757064
1039	0.1358626679
1040	0.1358510845
1041	0.1358389335
1042	0.1358329742
1043	0.1358068264
1044	0.1357987394
1045	0.1357739092
1046	0.135754268
1047	0.1357252054
1048	0.1357046667
1049	0.1356894652
1050	0.1356794384
1051	0.135658223
1052	0.1356458203
1053	0.1356336574
1054	0.1356223533
1055	0.1356071364
1056	0.1355982624
1057	0.1355926771
1058	0.1355879508
1059	0.1355728875
1060	0.1355621139
1061	0.1355522463
1062	0.1355419423
1063	0.13552498
1064	0.1355091451
1065	0.1355033427
1066	0.1354943952
1067	0.1354843544
1068	0.1354768044
1069	0.1354632817
1070	0.135449992
1071	0.1354190821
1072	0.1354067078
1073	0.1353958608
1074	0.1353746103
1075	0.1353644295
1076	0.1353483678
1077	0.1353199663
1078	0.1353000938
1079	0.1352873584
1080	0.1352690494
1081	0.1352556396
1082	0.1352382593
1083	0.1352322231
1084	0.1352204078
1085	0.1352108714
1086	0.1351987989
1087	0.1351877842
1088	0.1351758887
1089	0.135167199
1090	0.1351565944
1091	0.135148007
1092	0.1351357118
1093	0.1351175299
1094	0.1351083229
1095	0.1350957418
1096	0.1350820667
1097	0.135069088
1098	0.1350556465
1099	0.1350392623
1100	0.1350283114
1101	0.1350143804
1102	0.1350049105
1103	0.1349863571
1104	0.1349854037
1105	0.1349698168
1106	0.134957604
1107	0.1349436326
1108	0.134931952
1109	0.1349154327
1110	0.134902529
1111	0.1348914134
1112	0.1348820782
1113	0.1348768691
1114	0.1348618647
1115	0.1348409823
1116	0.1348313788
1117	0.1348149624
1118	0.1347985211
1119	0.1347839009
1120	0.1347689891
1121	0.1347570674
1122	0.1347484574
1123	0.1347467227
1124	0.1347324981
1125	0.1347215598
1126	0.1347031631
1127	0.1346933487
1128	0.1346743906
1129	0.1346655891
1130	0.1346576332
1131	0.1346492803
1132	0.1346393931
1133	0.1346202487
1134	0.1346049865
1135	0.134593306
1136	0.1345872633
1137	0.134572026
1138	0.1345597078
1139	0.134545475
1140	0.134531881
1141	0.1345187786
1142	0.1345118458
1143	0.1344903467
1144	0.1344813307
1145	0.1344718251
1146	0.1344553552
1147	0.1344391115
1148	0.1344239279
1149	0.1344177268
1150	0.1343980824
1151	0.1343915677
1152	0.1343808557
1153	0.1343707487
1154	0.1343650843
1155	0.1343500301
1156	0.1343442677
1157	0.1343433134
1158	0.1343402363
1159	0.1343392908
1160	0.1343310933
1161	0.1343209514
1162	0.1343162109
1163	0.1343033754
1164	0.1342942677
1165	0.1342759243
1166	0.13426746
1167	0.1342533728
1168	0.1342447397
1169	0.1342280227
1170	0.1342222111
1171	0.1342133351
1172	0.1342025165
1173	0.1341930246
1174	0.1341748693
1175	0.1341649175
1176	0.1341535268
1177	0.1341347409
1178	0.1341283251
1179	0.1341155806
1180	0.1340955883
1181	0.134082982
1182	0.134072632
1183	0.1340719311
1184	0.1340666171
1185	0.1340625371
1186	0.1340507663
1187	0.1340364935
1188	0.1340250252
1189	0.1340029933
1190	0.1339981237
1191	0.1339854197
1192	0.1339648756
1193	0.1339574591
1194	0.1339490269
1195	0.1339336342
1196	0.1339176423
1197	0.1339098164
1198	0.1338965663
1199	0.1338897979
1200	0.1338835968
1201	0.1338762821
1202	0.1338681021
1203	0.1338597761
1204	0.1338387692
1205	0.1338191087
1206	0.133802989
1207	0.1337974916
1208	0.1337840253
1209	0.1337763907
1210	0.1337686921
1211	0.1337590301
1212	0.133745741
1213	0.1337361199
1214	0.1337332713
1215	0.13373261
1216	0.1337181792
1217	0.1337084403
1218	0.1337022465
1219	0.1336969026
1220	0.1336924263
1221	0.1336819762
1222	0.1336670317
1223	0.1336526766
1224	0.1336359063
1225	0.1336235503
1226	0.1335980504
1227	0.1335897627
1228	0.1335794626
1229	0.1335647686
1230	0.133536255
1231	0.1335283938
1232	0.1335233594
1233	0.1335050917
1234	0.1334864979
1235	0.1334758723
1236	0.1334647846
1237	0.1334487413
1238	0.1334420106
1239	0.1334339791
1240	0.1334209777
1241	0.1334006337
1242	0.1333857086
1243	0.1333701656
1244	0.1333567347
1245	0.1333544386
1246	0.1333462363
1247	0.1333438173
1248	0.133331923
1249	0.1333289539
1250	0.1333165527
1251	0.1332980788
1252	0.1332857473
1253	0.1332831946
1254	0.1332779182
1255	0.1332623505
1256	0.1332348687
1257	0.1332292825
1258	0.1332274931
1259	0.1332172109
1260	0.1332078537
1261	0.133198418
1262	0.1331827999
1263	0.1331757875
1264	0.1331709816
1265	0.1331576611
1266	0.1331526513
1267	0.1331484376
1268	0.1331382829
1269	0.1331365501
1270	0.1331302145
1271	0.133123423
1272	0.1331130777
1273	0.1331059026
1274	0.1330910352
1275	0.1330823158
1276	0.1330760159
1277	0.1330632765
1278	0.1330598009
1279	0.1330555273
1280	0.1330538045
1281	0.1330498966
1282	0.1330431638
1283	0.1330354793
1284	0.1330305701
1285	0.1330170159
1286	0.1330082199
1287	0.1329932592
1288	0.1329850261
1289	0.1329700946
1290	0.1329579799
1291	0.1329456998
1292	0.1329388059
1293	0.1329363484
1294	0.1329233852
1295	0.1329143816
1296	0.1328962975
1297	0.1328887686
1298	0.1328763845
1299	0.1328651237
1300	0.1328418105
1301	0.1328339739
1302	0.1328287687
1303	0.132816527
1304	0.1328071306
1305	0.1327971098
1306	0.1327887323
1307	0.1327802189
1308	0.1327769503
1309	0.1327667576
1310	0.132760743
1311	0.132743102
1312	0.1327292542
1313	0.1327198244
1314	0.132693752
1315	0.1326812415
1316	0.132666333
1317	0.1326605688
1318	0.1326572552
1319	0.1326475072
1320	0.132642443
1321	0.132627758
1322	0.1326091709
1323	0.1326025487
1324	0.1325914482
1325	0.1325852849
1326	0.1325651528
1327	0.1325630122
1328	0.1325522627
1329	0.1325500047
1330	0.1325351765
1331	0.1325203622
1332	0.1325149097
1333	0.132505215
1334	0.1324968719
1335	0.1324964117
1336	0.1324846365
1337	0.1324734951
1338	0.1324638287
1339	0.132456246
1340	0.1324423696
1341	0.1324332577
1342	0.1324258431
1343	0.132416181
1344	0.1324077775
1345	0.1324066117
1346	0.1323964077
1347	0.1323926686
1348	0.1323883697
1349	0.132373861
1350	0.1323663146
1351	0.1323658771
1352	0.1323532298
1353	0.1323509888
1354	0.1323391905
1355	0.1323308993
1356	0.1323132798
1357	0.1322994075
1358	0.1322816572
1359	0.1322685853
1360	0.1322583047
1361	0.1322439241
1362	0.1322372684
1363	0.1322368067
1364	0.132232584
1365	0.1322270651
1366	0.1322126868
1367	0.1321965629
1368	0.1321868852
1369	0.132179973
1370	0.13217634
1371	0.1321593442
1372	0.1321552286
1373	0.1321476447
1374	0.132135307
1375	0.132126966
1376	0.1321261159
1377	0.1321147168
1378	0.1321075082
1379	0.1321047086
1380	0.1320975656
1381	0.1320879254
1382	0.1320813544
1383	0.1320738905
1384	0.1320512292
1385	0.1320454033
1386	0.132031324
1387	0.1320213804
1388	0.1320119655
1389	0.1320046096
1390	0.1319989531
1391	0.1319767826
1392	0.1319718043
1393	0.1319639841
1394	0.1319605578
1395	0.1319510375
1396	0.13194737
1397	0.13194258
1398	0.1319343527
1399	0.1319269577
1400	0.1319237702
1401	0.131914572
1402	0.1319048985
1403	0.1318937513
1404	0.1318810234
1405	0.1318720022
1406	0.1318641053
1407	0.1318546952
1408	0.131853187
1409	0.131844029
1410	0.1318368982
1411	0.1318275008
1412	0.1318185063
1413	0.1318103335
1414	0.1317985528
1415	0.1317850797
1416	0.1317774829
1417	0.1317764533
1418	0.1317712643
1419	0.1317617042
1420	0.1317611841
1421	0.1317510198
1422	0.1317426763
1423	0.1317359914
1424	0.1317274232
1425	0.1317216464
1426	0.1317052267
1427	0.1316968353
1428	0.1316846168
1429	0.1316729128
1430	0.1316665832
1431	0.1316641735
1432	0.1316547049
1433	0.131640481
1434	0.131634807
1435	0.1316311134
1436	0.1316238818
1437	0.1316221395
1438	0.1316146611
1439	0.1316023288
1440	0.1315833133
1441	0.1315750374
1442	0.1315668936
1443	0.1315542763
1444	0.1315474609
1445	0.1315421094
1446	0.1315302802
1447	0.1315241567
1448	0.1315191429
1449	0.1315042791
1450	0.1315017909
1451	0.1314945629
1452	0.1314844487
1453	0.1314804701
1454	0.1314694031
1455	0.1314575075
1456	0.1314524256
1457	0.1314472059
1458	0.1314331867
1459	0.1314222098
1460	0.1314190599
1461	0.1314108728
1462	0.1314096106
1463	0.1314020553
1464	0.1313919665
1465	0.1313854647
1466	0.1313766062
1467	0.1313642303
1468	0.1313555867
1469	0.1313472528
1470	0.1313290331
1471	0.1313167538
1472	0.1313030821
1473	0.1312897422
1474	0.1312820734
1475	0.1312658545
1476	0.1312541674
1477	0.1312425514
1478	0.1312344295
1479	0.131223773
1480	0.1312158958
1481	0.1312073368
1482	0.1312001201
1483	0.1311885794
1484	0.1311789863
1485	0.1311731039
1486	0.1311637709
1487	0.1311625332
1488	0.1311529692
1489	0.1311460729
1490	0.1311383087
1491	0.1311307212
1492	0.1311284875
1493	0.1311182024
1494	0.1311090491
1495	0.1310952683
1496	0.1310810258
1497	0.1310731201
1498	0.1310673373
1499	0.1310592718
1500	0.1310473595
1501	0.1310365609
1502	0.1310268362
1503	0.1310235465
1504	0.131016657
1505	0.1310078483
1506	0.1310033958
1507	0.131000832
1508	0.1309960025
1509	0.1309902597
1510	0.1309822127
1511	0.1309681681
1512	0.1309602284
1513	0.1309512784
1514	0.1309416884
1515	0.1309386698
1516	0.1309269213
1517	0.1309212705
1518	0.1309149409
1519	0.130904702
1520	0.130903974
1521	0.1309008273
1522	0.1308855127
1523	0.1308780111
1524	0.1308755626
1525	0.1308629112
1526	0.1308504632
1527	0.1308429503
1528	0.1308377999
1529	0.130829619
1530	0.1308219758
1531	0.1308051668
1532	0.1307958523
1533	0.1307951392
1534	0.1307863732
1535	0.1307683911
1536	0.1307578373
1537	0.130754569
1538	0.1307454695
1539	0.1307305967
1540	0.1307098447
1541	0.1307012725
1542	0.1306960298
1543	0.1306822977
1544	0.1306630936
1545	0.1306522558
1546	0.1306410921
1547	0.1306405336
1548	0.1306355316
1549	0.1306237734
1550	0.1306151621
1551	0.1306027739
1552	0.130595067
1553	0.1305840495
1554	0.130576014
1555	0.130569541
1556	0.13055538
1557	0.1305478197
1558	0.1305296964
1559	0.1305250386
1560	0.1305189189
1561	0.1305129446
1562	0.1305059104
1563	0.1304961669
1564	0.1304867537
1565	0.1304797568
1566	0.1304771283
1567	0.1304726836
1568	0.1304616489
1569	0.1304489308
1570	0.130448278
1571	0.130447071
1572	0.1304401966
1573	0.1304336879
1574	0.130432231
1575	0.1304228746
1576	0.1304147169
1577	0.1304060021
1578	0.1303985165
1579	0.1303909351
1580	0.1303886066
1581	0.1303847238
1582	0.1303759566
1583	0.1303655618
1584	0.1303557663
1585	0.1303440605
1586	0.1303378278
1587	0.1303210841
1588	0.1303138792
1589	0.1303103216
1590	0.1303010953
1591	0.1302845654
1592	0.1302814191
1593	0.1302741497
1594	0.130266698
1595	0.1302507647
1596	0.1302492396
1597	0.1302379173
1598	0.1302306624
1599	0.1302244689
1600	0.1302180625
1601	0.1302159438
1602	0.1302100753
1603	0.130202665
1604	0.1301985303
1605	0.1301901043
1606	0.1301795122
1607	0.1301653654
1608	0.1301568286
1609	0.1301491582
1610	0.1301434377
1611	0.1301384959
1612	0.1301330231
1613	0.1301263495
1614	0.1301157173
1615	0.1301098523
1616	0.1300987422
1617	0.1300835528
1618	0.130067196
1619	0.1300624695
1620	0.130056079
1621	0.1300489494
1622	0.1300449316
1623	0.1300367586
1624	0.1300309108
1625	0.1300215214
1626	0.1300151766
1627	0.130006551
1628	0.1300040907
1629	0.1299978662
1630	0.1299940447
1631	0.1299849608
1632	0.1299775377
1633	0.1299690773
1634	0.1299634511
1635	0.1299573355
1636	0.1299493525
1637	0.1299420967
1638	0.1299274556
1639	0.1299202878
1640	0.1299088683
1641	0.1298904563
1642	0.1298859598
1643	0.1298725542
1644	0.1298671872
1645	0.1298590005
1646	0.1298544332
1647	0.1298498599
1648	0.1298419248
1649	0.1298260762
1650	0.1298198424
1651	0.1298167333
1652	0.1298077201
1653	0.1298007371
1654	0.129789583
1655	0.1297828279
1656	0.1297760348
1657	0.1297694077
1658	0.129766239
1659	0.129762007
1660	0.1297506804
1661	0.1297439394
1662	0.1297398718
1663	0.1297315403
1664	0.1297250341
1665	0.1297175843
1666	0.1297053465
1667	0.1296900691
1668	0.1296831792
1669	0.1296749444
1670	0.1296632162
1671	0.1296606267
1672	0.1296512395
1673	0.129639714
1674	0.1296335032
1675	0.1296255089
1676	0.1296193105
1677	0.1296092798
1678	0.1295981881
1679	0.1295926413
1680	0.1295918062
1681	0.1295907127
1682	0.1295829308
1683	0.1295732568
1684	0.1295674284
1685	0.129555787
1686	0.1295453892
1687	0.1295402294
1688	0.1295337895
1689	0.1295230763
1690	0.1295197039
1691	0.1295138017
1692	0.1295070062
1693	0.1295014625
1694	0.1294974669
1695	0.1294891226
1696	0.1294773187
1697	0.1294671299
1698	0.1294627278
1699	0.1294489319
1700	0.1294451445
1701	0.1294447457
1702	0.1294353644
1703	0.129426318
1704	0.1294228322
1705	0.1294138393
1706	0.1294111448
1707	0.1294042688
1708	0.1294003131
1709	0.1293794516
1710	0.1293768488
1711	0.1293707242
1712	0.1293639158
1713	0.1293534173
1714	0.1293444942
1715	0.129335021
1716	0.1293286244
1717	0.1293239263
1718	0.1293156615
1719	0.1293146087
1720	0.1293094265
1721	0.1293003446
1722	0.1292924229
1723	0.1292903865
1724	0.1292834568
1725	0.1292804444
1726	0.1292748531
1727	0.1292612512
1728	0.1292548386
1729	0.1292517962
1730	0.129243848
1731	0.1292348332
1732	0.1292289391
1733	0.1292174612
1734	0.129207974
1735	0.1291951253
1736	0.1291858019
1737	0.1291740569
1738	0.1291646956
1739	0.129163255
1740	0.1291542986
1741	0.1291460119
1742	0.1291455199
1743	0.1291413751
1744	0.1291408764
1745	0.1291407396
1746	0.1291289987
1747	0.1291283672
1748	0.1291082475
1749	0.1291004047
1750	0.1290942185
1751	0.1290848141
1752	0.1290760944
1753	0.1290609315
1754	0.1290515886
1755	0.1290475598
1756	0.1290394039
1757	0.1290342788
1758	0.1290201134
1759	0.1290117623
1760	0.1290059718
1761	0.1289983544
1762	0.1289923011
1763	0.1289863399
1764	0.1289711848
1765	0.1289677238
1766	0.1289610094
1767	0.1289568661
1768	0.1289480532
1769	0.1289410044
1770	0.1289340357
1771	0.12892874
1772	0.1289242427
1773	0.1289110659
1774	0.1289060886
1775	0.128903687
1776	0.1288951343
1777	0.1288891012
1778	0.1288815911
1779	0.1288781367
1780	0.1288667366
1781	0.1288622483
1782	0.1288564205
1783	0.1288495865
1784	0.1288416538
1785	0.1288352287
1786	0.1288273613
1787	0.1288161654
1788	0.1288072284
1789	0.1287985588
1790	0.1287874933
1791	0.1287792618
1792	0.1287771848
1793	0.1287736332
1794	0.128759266
1795	0.1287532885
1796	0.1287502387
1797	0.1287442789
1798	0.1287363426
1799	0.1287324787
1800	0.1287281559
1801	0.1287232703
1802	0.1287192946
1803	0.1287120181
1804	0.1287001977
1805	0.12868399
1806	0.1286798203
1807	0.1286736545
1808	0.1286632676
1809	0.1286580877
1810	0.1286546542
1811	0.1286481397
