iter	Passed	Remaining
1010	211366	624901
1011	211586	624723
1012	211922	624888
1013	212185	624837
1014	212450	624792
1015	212628	624492
1016	212859	624347
1017	213185	624477
1018	213485	624533
1019	213761	624518
1020	214007	624414
1021	214258	624327
1022	214554	624369
1023	214816	624311
1024	215152	624468
1025	215470	624570
1026	215682	624365
1027	215984	624423
1028	216307	624538
1029	216587	624528
1030	216854	624481
1031	217172	624579
1032	217455	624578
1033	217752	624615
1034	218048	624651
1035	218291	624532
1036	218576	624534
1037	218853	624512
1038	219119	624457
1039	219365	624347
1040	219555	624077
1041	219722	623740
1042	219921	623498
1043	220192	623457
1044	220476	623451
1045	220754	623430
1046	220889	623004
1047	221128	622872
1048	221344	622676
1049	221649	622730
1050	221894	622614
1051	222154	622539
1052	222319	622198
1053	222561	622075
1054	222782	621891
1055	222991	621672
1056	223261	621625
1057	223565	621673
1058	223783	621478
1059	223923	621071
1060	224140	620874
1061	224464	620976
1062	224701	620836
1063	224954	620739
1064	225229	620703
1065	225514	620695
1066	225739	620519
1067	225989	620412
1068	226230	620281
1069	226438	620059
1070	226667	619896
1071	226915	619783
1072	227157	619654
1073	227376	619462
1074	227602	619291
1075	227866	619222
1076	228079	619011
1077	228328	618901
1078	228609	618877
1079	228892	618857
1080	229135	618730
1081	229391	618637
1082	229609	618440
1083	229811	618201
1084	230049	618058
1085	230285	617911
1086	230557	617860
1087	230825	617798
1088	231080	617700
1089	231327	617581
1090	231592	617508
1091	231881	617501
1092	232082	617258
1093	232295	617049
1094	232545	616935
1095	232838	616937
1096	233097	616847
1097	233366	616785
1098	233650	616761
1099	233913	616680
1100	234173	616593
1101	234419	616467
1102	234650	616304
1103	234897	616180
1104	235145	616060
1105	235383	615911
1106	235627	615781
1107	235885	615686
1108	236099	615475
1109	236318	615279
1110	236551	615119
1111	236798	614995
1112	237076	614950
1113	237336	614858
1114	237581	614729
1115	237816	614573
1116	238067	614457
1117	238324	614356
1118	238543	614160
1119	238762	613961
1120	238998	613805
1121	239283	613776
1122	239480	613522
1123	239829	613656
1124	240092	613569
1125	240330	613419
1126	240619	613398
1127	240885	613317
1128	241147	613226
1129	241412	613145
1130	241633	612949
1131	241914	612908
1132	242224	612937
1133	242498	612874
1134	242730	612707
1135	242949	612505
1136	243183	612342
1137	243478	612333
1138	243708	612159
1139	243980	612090
1140	244224	611953
1141	244447	611761
1142	244757	611786
1143	244963	611552
1144	245199	611392
1145	245473	611328
1146	245683	611102
1147	245921	610948
1148	246133	610728
1149	246373	610577
1150	246618	610439
1151	246919	610440
1152	247168	610309
1153	247431	610217
1154	247730	610210
1155	247960	610034
1156	248349	610249
1157	248622	610176
1158	248835	609957
1159	249138	609960
1160	249408	609879
1161	249642	609711
1162	249923	609659
1163	250125	609412
1164	250362	609251
1165	250667	609255
1166	250936	609171
1167	251162	608983
1168	251416	608861
1169	251710	608838
1170	251987	608771
1171	252188	608523
1172	252526	608604
1173	252803	608537
1174	253039	608370
1175	253273	608202
1176	253544	608119
1177	253823	608056
1178	254015	607783
1179	254221	607545
1180	254446	607352
1181	254695	607219
1182	255016	607252
1183	255246	607073
1184	255514	606982
1185	255773	606869
1186	256033	606757
1187	256317	606703
1188	256575	606588
1189	256813	606424
1190	257072	606310
1191	257338	606212
1192	257611	606131
1193	257840	605946
1194	258182	606025
1195	258482	606006
1196	258724	605851
1197	258926	605602
1198	259139	605379
1199	259441	605363
1200	259769	605408
1201	260041	605321
1202	260325	605261
1203	260511	604974
1204	260807	604943
1205	261038	604761
1206	261230	604486
1207	261507	604412
1208	261783	604333
1209	262037	604201
1210	262297	604085
1211	262575	604010
1212	262854	603937
1213	263103	603793
1214	263416	603798
1215	263613	603537
1216	263851	603368
1217	264132	603297
1218	264389	603172
1219	264618	602983
1220	264812	602714
1221	265015	602464
1222	265299	602400
1223	265592	602356
1224	265852	602238
1225	266111	602114
1226	266331	601905
1227	266543	601675
1228	266783	601511
1229	267048	601400
1230	267302	601267
1231	267531	601077
1232	267803	600983
1233	268074	600887
1234	268350	600800
1235	268619	600699
1236	268869	600555
1237	269147	600472
1238	269405	600345
1239	269635	600157
1240	269865	599966
1241	270162	599926
1242	270425	599810
1243	270652	599611
1244	270919	599505
1245	271150	599316
1246	271382	599131
1247	271578	598865
1248	271822	598705
1249	272040	598488
1250	272298	598359
1251	272579	598281
1252	272816	598105
1253	273057	597939
1254	273316	597812
1255	273585	597705
1256	273845	597580
1257	274127	597501
1258	274350	597295
1259	274577	597097
1260	274821	596936
1261	275084	596814
1262	275343	596686
1263	275594	596540
1264	275838	596377
1265	276118	596294
1266	276382	596173
1267	276589	595933
1268	276828	595758
1269	277049	595548
1270	277246	595283
1271	277560	595270
1272	277839	595183
1273	278088	595029
1274	278365	594937
1275	278603	594761
1276	278854	594612
1277	279083	594418
1278	279367	594339
1279	279702	594367
1280	279925	594157
1281	280156	593966
1282	280402	593806
1283	280635	593617
1284	280852	593396
1285	281063	593162
1286	281280	592939
1287	281543	592814
1288	281782	592639
1289	281981	592380
1290	282250	592267
1291	282516	592148
1292	282767	591996
1293	282968	591740
1294	283201	591551
1295	283422	591338
1296	283666	591172
1297	283883	590950
1298	284166	590865
1299	284393	590662
1300	284607	590434
1301	284861	590288
1302	285081	590072
1303	285339	589935
1304	285630	589866
1305	285910	589771
1306	286151	589598
1307	286385	589411
1308	286625	589235
1309	286878	589086
1310	287115	588904
1311	287356	588729
1312	287616	588595
1313	287898	588504
1314	288146	588344
1315	288455	588309
1316	288687	588115
1317	288957	588000
1318	289257	587944
1319	289472	587716
1320	289728	587572
1321	289951	587359
1322	290234	587270
1323	290434	587011
1324	290719	586924
1325	290954	586735
1326	291240	586651
1327	291489	586490
1328	291781	586416
1329	291971	586138
1330	292209	585956
1331	292423	585726
1332	292704	585628
1333	292921	585404
1334	293163	585228
1335	293386	585016
1336	293619	584822
1337	293858	584642
1338	294109	584484
1339	294347	584301
1340	294602	584151
1341	294817	583923
1342	295048	583726
1343	295335	583639
1344	295598	583504
1345	295862	583371
1346	296091	583170
1347	296321	582970
1348	296516	582702
1349	296776	582560
1350	296994	582337
1351	297192	582074
1352	297463	581956
1353	297704	581776
1354	297989	581685
1355	298241	581527
1356	298496	581375
1357	298735	581191
1358	298989	581038
1359	299224	580847
1360	299470	580678
1361	299742	580559
1362	300013	580437
1363	300219	580189
1364	300459	580007
1365	300745	579914
1366	300965	579694
1367	301210	579521
1368	301409	579261
1369	301646	579072
1370	301854	578830
1371	302076	578612
1372	302339	578474
1373	302652	578431
1374	302895	578255
1375	303154	578107
1376	303375	577889
1377	303582	577644
1378	303845	577505
1379	304085	577321
1380	304297	577085
1381	304513	576857
1382	304721	576613
1383	304948	576405
1384	305227	576295
1385	305439	576059
1386	305699	575914
1387	305978	575803
1388	306196	575579
1389	306491	575498
1390	306666	575192
1391	306909	575013
1392	307163	574857
1393	307369	574608
1394	307585	574379
1395	307879	574296
1396	308181	574227
1397	308420	574042
1398	308634	573808
1399	308879	573633
1400	309133	573474
1401	309390	573320
1402	309697	573260
1403	309928	573058
1404	310234	572994
1405	310475	572812
1406	310704	572606
1407	310958	572446
1408	311248	572353
1409	311512	572210
1410	311714	571954
1411	311946	571754
1412	312173	571543
1413	312408	571348
1414	312670	571203
1415	312934	571061
1416	313222	570962
1417	313573	570978
1418	313903	570954
1419	314130	570743
1420	314355	570530
1421	314605	570361
1422	314815	570119
1423	315083	569982
1424	315382	569901
1425	315615	569701
1426	315869	569539
1427	316089	569315
1428	316355	569174
1429	316616	569023
1430	316859	568842
1431	317107	568668
1432	317384	568545
1433	317679	568456
1434	317867	568174
1435	318154	568069
1436	318371	567840
1437	318597	567625
1438	318886	567525
1439	319135	567352
1440	319383	567176
1441	319688	567102
1442	319923	566904
1443	320194	566770
1444	320467	566639
1445	320708	566452
1446	320950	566265
1447	321195	566085
1448	321427	565881
1449	321659	565676
1450	321933	565546
1451	322232	565460
1452	322436	565206
1453	322671	565008
1454	322894	564788
1455	323202	564716
1456	323420	564488
1457	323683	564337
1458	323954	564199
1459	324191	564005
1460	324464	563870
1461	324846	563926
1462	325088	563739
1463	325355	563593
1464	325587	563388
1465	325827	563196
1466	326036	562952
1467	326305	562810
1468	326547	562621
1469	326807	562465
1470	327106	562373
1471	327305	562111
1472	327565	561953
1473	327785	561727
1474	328033	561548
1475	328299	561400
1476	328578	561275
1477	328792	561038
1478	329052	560879
1479	329264	560639
1480	329476	560399
1481	329702	560183
1482	329946	559996
1483	330205	559835
1484	330482	559706
1485	330693	559464
1486	330927	559260
1487	331160	559055
1488	331414	558886
1489	331651	558687
1490	331885	558484
1491	332141	558318
1492	332417	558184
1493	332655	557988
1494	332870	557753
1495	333100	557542
1496	333349	557364
1497	333582	557158
1498	333792	556915
1499	334015	556693
1500	334264	556512
1501	334508	556325
1502	334707	556063
1503	334942	555862
1504	335198	555693
1505	335418	555468
1506	335657	555272
1507	335919	555112
1508	336184	554959
1509	336421	554760
1510	336625	554507
1511	336814	554229
1512	337034	554002
1513	337265	553793
1514	337498	553586
1515	337730	553378
1516	337966	553177
1517	338175	552932
1518	338421	552748
1519	338650	552535
1520	338900	552355
1521	339150	552177
1522	339388	551980
1523	339643	551808
1524	339883	551614
1525	340113	551403
1526	340358	551216
1527	340543	550931
1528	340839	550826
1529	341027	550548
1530	341262	550344
1531	341475	550105
1532	341704	549891
1533	341940	549691
1534	342192	549514
1535	342448	549344
1536	342713	549188
1537	342936	548966
1538	343167	548755
1539	343416	548574
1540	343652	548372
1541	343923	548225
1542	344151	548010
1543	344343	547738
1544	344564	547511
1545	344765	547254
1546	344995	547041
1547	345222	546825
1548	345457	546621
1549	345691	546416
1550	345959	546263
1551	346210	546084
1552	346445	545880
1553	346683	545681
1554	346943	545515
1555	347209	545359
1556	347467	545191
1557	347711	545000
1558	347951	544804
1559	348172	544576
1560	348386	544340
1561	348602	544105
1562	348874	543958
1563	349116	543763
1564	349372	543592
1565	349658	543467
1566	349950	543350
1567	350209	543182
1568	350474	543023
1569	350715	542827
1570	350909	542558
1571	351172	542395
1572	351439	542240
1573	351661	542014
1574	351905	541821
1575	352145	541625
1576	352364	541394
1577	352645	541259
1578	352915	541108
1579	353118	540852
1580	353347	540636
1581	353603	540462
1582	353823	540234
1583	354043	540005
1584	354329	539877
1585	354547	539645
1586	354781	539437
1587	355006	539216
1588	355240	539008
1589	355493	538830
1590	355694	538572
1591	355902	538325
1592	356139	538121
1593	356338	537860
1594	356564	537641
1595	356748	537358
1596	356951	537103
1597	357154	536849
1598	357345	536576
1599	357580	536370
1600	357798	536139
1601	358059	535971
1602	358332	535821
1603	358541	535576
1604	358765	535354
1605	358976	535111
1606	359232	534937
1607	359468	534731
1608	359662	534464
1609	359935	534314
1610	360159	534091
1611	360413	533913
1612	360650	533708
1613	360876	533489
1614	361088	533247
1615	361359	533094
1616	361555	532830
1617	361777	532604
1618	362011	532395
1619	362236	532174
1620	362487	531990
1621	362685	531729
1622	362923	531527
1623	363142	531296
1624	363333	531026
1625	363572	530824
1626	363808	530618
1627	364060	530436
1628	364328	530278
1629	364602	530127
1630	364804	529873
1631	365003	529612
1632	365199	529349
1633	365408	529104
1634	365621	528865
1635	365858	528660
1636	366106	528472
1637	366334	528255
1638	366493	527938
1639	366716	527713
1640	366933	527480
1641	367111	527192
1642	367320	526946
1643	367525	526697
1644	367708	526415
1645	367905	526154
1646	368126	525926
1647	368365	525724
1648	368565	525468
1649	368770	525218
1650	369012	525020
1651	369211	524763
1652	369451	524562
1653	369715	524397
1654	369898	524115
1655	370076	523828
1656	370360	523689
1657	370583	523465
1658	370839	523287
1659	371052	523049
1660	371257	522800
1661	371529	522644
1662	371761	522433
1663	371989	522215
